transaction_id,customer_id,product_id,amount,payment_mode,date,name,age,gender,city,income,product_name,category,price,stock,purchased,days_since_last_purchase,product_id_numeric,transaction_id_numeric,gender_label,city_Bangalore,city_Chennai,city_Delhi,city_Hyderabad,city_Jaipur,city_Kolkata,city_Mumbai,city_Pune,city_Surat,city_nan,amount_binned,amount_binned_quantile,amount_binned_kmeans,amount_binarized,customers_per_product,amount_log,amount_sqrt,amount_reciprocal,amount_yeojohnson,income_binned,frequent_buyer
T00012,-1.109832375922768,P022,0.2957247630115021,Credit Card,2025-07-01,Rahul,-0.558059390498284,Female,Surat,1.7202972827296963,Laptop Stand,Audio,1.3323257034875315,0.4466507508302417,0.22773711809756345,296.0,22.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,85.16,0.259070201155965,0.5438058136977777,3.3815227019826986,0.2908587229378918,4.0,1
T00013,-1.0931462416449402,P031,-0.5238199731508463,Credit Card,2025-08-02,Kabir,-0.4755202175347449,Male,Delhi,0.10121772834754016,Keyboard,Accessories,-0.36828013558868267,-0.3211300006479802,0.22773711809756345,264.0,31.0,13.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,85.16,-0.7419592885869192,,-1.9090528262520676,-0.5386145939231227,2.0,0
T00014,1.2602939471236965,P016,0.3040288016475976,Cash,2025-08-03,Arjun,-1.0532944282795187,Female,Kolkata,0.47076965596512277,Charger,Accessories,-0.17033727822436734,-0.8201874891088243,0.22773711809756345,263.0,16.0,14.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,85.16,0.2654585504136093,0.5513880681041236,3.2891620604754164,0.2988989423690189,3.0,1
T00015,1.690657160372673,P017,0.7045389727885114,Cash,2025-11-03,Isha,-1.3834511201336752,Female,Pune,-1.6621109099385158,Speaker,Electronics,0.68032037761726,-0.5130751885175356,0.22773711809756345,171.0,17.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,85.16,0.5332946769800793,0.8393681985806416,1.4193678965694965,0.6799316854989422,0.0,1
T00016,0.790996420559788,P027,-1.6557243164709408,UPI,2025-09-26,Ananya,-0.9707552553159795,Female,Hyderabad,1.446126799736757,Charger,Wearable,1.2216479767892048,1.1376534271606413,0.22773711809756345,209.0,27.0,16.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.16,,,-0.6039652797947824,-1.7763541524786859,4.0,0
T00017,1.690657160372673,P018,1.2839053607068667,Cash,2025-08-04,Diya,-0.558059390498284,Male,Mumbai,-0.010128850785090657,Laptop Stand,Computer,1.5820600611658076,-1.0121326769783798,0.22773711809756345,262.0,18.0,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,85.16,0.8258868551677071,1.1330954773128639,0.7788736074530859,1.2123625747551794,2.0,1
T00018,-1.3288378883192586,P045,1.2372749899041766,Debit Card,2025-12-04,Rahul,0.43241068506418534,Female,,-1.5892443985943678,Smart Watch,Computer,0.9612715300053205,-0.12918481277842472,0.22773711809756345,140.0,45.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,1.0,85.16,0.805258602938741,1.112328633949597,0.8082277651119614,1.1701866517556179,0.0,1
T00019,0.1701331743056101,P019,-1.47111914986851,Credit Card,2025-04-25,Neha,-0.8882160823524404,Male,,0.9899947195950882,Charger,Accessories,0.6881245762947061,0.9457082392910858,0.22773711809756345,363.0,19.0,19.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.16,,,-0.6797545937440598,-1.5690728189916887,3.0,0
T00020,1.648246569083194,P038,0.17819067770061192,UPI,2025-01-18,Vivaan,1.5879591065537328,Male,,0.0001798649268968733,Smart Watch,Electronics,0.05030870256524577,1.367987652604108,0.22773711809756345,460.0,38.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,85.16,0.1639799377507828,0.4221263764568757,5.611965857826519,0.176355584874285,2.0,1
T00021,1.3673633087397583,P041,-0.7652758658003923,Cash,2025-06-27,Neha,-0.8882160823524404,Female,Mumbai,-1.342143005840933,Mouse,Audio,1.4238476697957634,0.9457082392910858,0.22773711809756345,300.0,41.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,85.16,-1.4493443514177329,,-1.3067183284093045,-0.7952941911203776,0.0,0
T00022,-1.4192211156574928,P002,-0.18207684466537752,Cash,2025-04-30,,0.43241068506418534,Female,Mumbai,-0.7133623236801943,Earphones,Computer,-0.6449744523344997,1.3295986150301968,0.22773711809756345,358.0,2.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,85.16,-0.20098688892594196,,-5.492186567638668,-0.18401718689999952,1.0,0
T00023,-0.18583769028805075,P035,0.7345612663190105,Cash,2025-03-07,Sneha,-1.7136078119878315,Female,Ahmedabad,1.663447076196446,USB Cable,Wearable,1.4976328209279812,-0.244351925500158,0.22773711809756345,412.0,35.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,85.16,0.5507545089825857,0.8570654970998486,1.3613568339575057,0.7080160527924187,4.0,1
T00024,-1.5228141992990074,P035,-0.9217750554806537,Cash,2025-12-27,Meera,-0.39298104457120575,Female,Hyderabad,-0.4890828860247159,USB Cable,Wearable,1.4976328209279812,-0.244351925500158,0.22773711809756345,117.0,35.0,24.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,85.16,-2.5481666986719778,,-1.0848633776350594,-0.9640271376465608,1.0,0
T00025,0.9258760059722299,P026,1.0718329893850431,Cash,2025-09-07,Sneha,-0.3104418716076667,Female,Pune,1.1097843987079048,Mouse,Electronics,-0.7911258093848544,-1.1656888272740242,0.22773711809756345,228.0,26.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,1.0,85.16,0.7284337175699465,1.0352936730150741,0.9329811731960639,1.0196564495843587,4.0,1
T00026,-1.3879346138865656,P029,-0.9109159280334519,Credit Card,2025-10-23,Aryan,0.8451065498818809,Female,Surat,0.6672636191403536,Smart Watch,Wearable,-0.8833572483001267,0.8689301641432637,0.22773711809756345,182.0,29.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,85.16,-2.418174726293426,,-1.0977961514721217,-0.9522627887570353,3.0,0
T00027,-1.1640623123257086,P038,-1.4896435437490307,Debit Card,2025-10-24,Karan,0.5974890309912636,Female,Bangalore,-0.2559509859657701,Smart Watch,Electronics,0.05030870256524577,1.367987652604108,0.22773711809756345,181.0,38.0,27.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.16,,,-0.6713015367088425,-1.5897890059272284,2.0,0
T00028,-0.6808596738636103,P049,-1.0578335346720646,Debit Card,2025-07-17,Neha,-0.3104418716076667,Female,Chennai,-0.5213201768581521,Laptop Stand,Electronics,0.610082589520245,-0.6282423012392689,0.22773711809756345,280.0,49.0,28.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.16,,,-0.9453283218181766,-1.1121085552530585,1.0,0
T00029,-0.7670713676323876,P034,0.5537887329332392,Credit Card,2025-02-26,Pooja,0.7625673769183418,Male,Kolkata,0.1683019954628338,USB Cable,Wearable,-1.067110653523631,0.5234288259780638,0.22773711809756345,421.0,34.0,29.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,85.16,0.4406962922099386,0.7441698280186043,1.8057427685874905,0.5379650767666924,2.0,1
T00030,1.1622629082414577,P019,-1.591847096193283,UPI,2025-08-11,Aryan,0.01971482024648979,Female,Bangalore,-1.7567759703224162,Charger,Accessories,0.6881245762947061,0.9457082392910858,0.22773711809756345,255.0,19.0,30.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.16,,,-0.6282010391916433,-1.7044232221662066,0.0,0
T00031,-1.5833014360561333,P045,0.6202210420220032,Cash,2025-03-12,Riya,1.0101848958089592,Male,Kolkata,1.441419131869017,Smart Watch,Computer,0.9612715300053205,-0.12918481277842472,0.22773711809756345,407.0,45.0,31.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,85.16,0.48256258562902044,0.7875411367173166,1.6123283992085047,0.6007264144754729,4.0,1
T00032,-1.281560507865413,P018,-0.9920399977860772,Cash,2025-05-12,Riya,-0.4755202175347449,Male,Kolkata,0.00023596849525541746,Laptop Stand,Computer,1.5820600611658076,-1.0121326769783798,0.22773711809756345,346.0,18.0,32.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.16,-4.83332600099488,,-1.0080238723564467,-1.0403454921841653,2.0,0
T00033,-0.7858432686949439,P018,1.3522539864039604,,2025-09-14,Diya,-0.8882160823524404,Female,Jaipur,1.100624914486976,Laptop Stand,Computer,1.5820600611658076,-1.0121326769783798,0.22773711809756345,221.0,18.0,33.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,85.16,0.855374011622809,1.1628645606449448,0.7395060469263932,1.273991417326488,4.0,1
T00034,-0.616896159131937,P013,0.12197872385627313,Credit Card,2025-10-27,Diya,0.184793166173568,Female,Pune,0.6763207627554619,Speaker,Audio,-1.2302893531429588,-0.16757385035233582,0.22773711809756345,178.0,13.0,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,85.16,0.11509384422576666,0.3492545258923256,8.198151018192972,0.12110222281358904,3.0,1
T00035,-1.1313852993649622,P019,1.9171731045786322,Cash,2025-03-18,Neha,1.3403415876631155,Female,Bangalore,0.9501842239309399,Charger,Accessories,0.6881245762947061,0.9457082392910858,-4.391027726853016,401.0,19.0,35.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,85.16,1.070615032483984,1.3846202022860392,0.5216013084888471,1.7755350080489418,3.0,1
T00036,-0.5557136667799014,P012,-1.3478361147326305,UPI,2025-02-14,Neha,1.670498279517272,Male,Delhi,-1.1386898814699127,Speaker,Computer,1.45790235493371,-1.6263572781609574,0.22773711809756345,433.0,12.0,36.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.16,,,-0.7419299639945932,-1.4316959572624184,0.0,0
T00037,0.8125493440019823,P033,0.35513057786972374,Debit Card,2025-03-08,Aryan,1.7530374524808112,Female,Kolkata,1.67383464768722,Mouse,Wearable,-0.7577805968539483,0.8305411265693526,0.22773711809756345,411.0,33.0,37.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,85.16,0.303897817120152,0.5959283328301515,2.815865661912261,0.34824020204582,4.0,1
T00038,0.5198467385450855,P033,0.47777484080282656,UPI,2025-03-12,Riya,0.6800282039548027,Female,Hyderabad,0.2639904619049384,Mouse,Wearable,-0.7577805968539483,0.8305411265693526,0.22773711809756345,407.0,33.0,38.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,85.16,0.39053747046285503,0.6912125872716921,2.09303612159726,0.46574423164823037,3.0,1
T00039,0.8925037374165742,P030,0.9019195834464737,UPI,2025-06-30,Kabir,-0.3104418716076667,Male,Pune,1.2598668971435694,Charger,Accessories,-0.9642371255027502,0.5234288259780638,0.22773711809756345,297.0,30.0,39.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,85.16,0.642863683232778,0.9496944684720837,1.1087462987197376,0.8635069510450896,4.0,1
T00040,0.7562336408143133,P012,0.9677131203324612,Cash,2025-06-15,Aarav,0.5974890309912636,Male,Mumbai,-0.7492327060202559,Speaker,Computer,1.45790235493371,-1.6263572781609574,0.22773711809756345,312.0,12.0,40.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,85.16,0.6768720158154735,0.9837241078333199,1.0333641023210578,0.9241666518651663,1.0,1
T00041,1.3054855607928135,P032,0.4209241147557112,Debit Card,2025-04-16,Kabir,0.5149498580277244,Male,Surat,0.00015719521594189395,Keyboard,Accessories,0.5519058357429193,0.4466507508302417,0.22773711809756345,372.0,32.0,41.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,85.16,0.35130744498364785,0.648786648102218,2.37572513597324,0.41143180993264544,2.0,1
T00042,-0.29151654071429384,P009,0.4190077981473814,UPI,2025-01-05,Arjun,0.34987151210064626,Female,Surat,-0.9267424868157965,USB Cable,Computer,-1.487827909498681,-1.1656888272740242,0.22773711809756345,473.0,9.0,42.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,85.16,0.3499578936859775,0.647308116855784,2.3865904266765026,0.40959644857411553,1.0,1
T00043,0.5490474735312842,P046,-0.7921042983170086,Credit Card,,Arjun,-0.558059390498284,Male,Surat,0.4367414045298289,Earphones,Wearable,-0.6343323632288914,-1.6263572781609574,0.22773711809756345,,46.0,43.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,85.16,-1.5707187592573852,,-1.2624600096867993,-0.8240935383719367,3.0,0
T00044,-0.7135366868243566,P002,0.24717807560048224,Debit Card,,Kabir,-1.4659902930972142,Female,Ahmedabad,0.39130217554555674,Earphones,Computer,-0.6449744523344997,1.3295986150301968,0.22773711809756345,,2.0,44.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,85.16,0.2208834597105771,0.4971700670801514,4.0456662556583245,0.24372586638004712,3.0,1
T00045,0.9801059423751703,P020,-1.4462070339602235,,2025-09-25,Rohit,0.01971482024648979,Female,Ahmedabad,1.7381557184453618,USB Cable,Audio,1.4032729641915873,-0.5898532636653578,0.22773711809756345,210.0,20.0,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.16,,,-0.6914639305347552,-1.5412432705490111,4.0,0
T00046,1.0962136267250557,P003,-1.3535850645576197,Credit Card,2025-12-07,Rohit,0.184793166173568,Female,Surat,1.3535597217721755,Headphones,Wearable,0.6618740898342056,1.5599328404736634,0.22773711809756345,137.0,3.0,46.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.16,,,-0.7387788372212123,-1.4380827641310057,4.0,0
T00047,1.690657160372673,P038,-0.9217750554806537,UPI,2025-07-07,Meera,-1.5485294660607534,Male,Jaipur,1.0709461387990507,Smart Watch,Electronics,0.05030870256524577,1.367987652604108,0.22773711809756345,290.0,38.0,47.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,85.16,-2.5481666986719778,,-1.0848633776350594,-0.9640271376465608,4.0,0
T00048,0.28693611425040505,P044,-0.4267265983288065,Cash,2025-07-09,Kabir,-1.5485294660607534,Female,Jaipur,-1.6241425451791354,Laptop Stand,Wearable,0.13047910716082867,1.7134889907693078,0.22773711809756345,288.0,44.0,48.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,85.16,-0.5563925352754436,,-2.3434208323330483,-0.4367625765180063,0.0,0
T00049,-1.0861936856958452,P001,-0.12330980200993244,Debit Card,2025-10-18,Rahul,-1.1358336012430579,Male,Bangalore,1.5420711176934128,Headphones,Accessories,-1.419009066615747,-0.16757385035233582,0.22773711809756345,187.0,1.0,49.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,85.16,-0.13160160102490628,,-8.10965539244331,-0.12421379265888459,4.0,0
T00050,-1.223854293487925,P033,0.3928181378335418,Credit Card,2025-04-14,Meera,-0.14536352568058844,Female,Jaipur,0.00011267340329315784,Mouse,Wearable,-0.7577805968539483,0.8305411265693526,0.22773711809756345,374.0,33.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,85.16,0.33132913195564623,0.6267520545108263,2.5457072966655705,0.3844823966933056,2.0,1
T00051,-0.5459800884511685,P004,0.7256184554801384,Debit Card,2025-11-06,Sneha,-0.22790269864412754,Female,Hyderabad,-1.1159702669777767,Headphones,Accessories,-0.41723374547448105,1.022486314438908,0.22773711809756345,168.0,4.0,51.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,85.16,0.5455855111446452,0.851832410442417,1.3781347377672348,0.6996568004436761,0.0,1
T00052,-1.3010276645228789,P014,0.14752961196733622,Credit Card,2025-05-24,Rohit,-0.558059390498284,Female,Jaipur,0.1617010263874159,Charger,Electronics,1.1095513048767969,1.2144315023084635,0.22773711809756345,334.0,14.0,52.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,85.16,0.1376114682556263,0.3840958369565286,6.778300206900665,0.1462586384228982,2.0,1
T00053,1.5383961850874939,P025,1.4014394460177568,,2025-03-12,Riya,-1.3834511201336752,Male,Ahmedabad,1.0285259576864811,Speaker,Wearable,-1.4466784982903287,0.3314836381085084,0.22773711809756345,407.0,25.0,53.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,85.16,0.8760683267383188,1.1838240773095285,0.7135520573294712,1.3182045606642068,4.0,1
T00054,-0.9819053464594212,P019,1.9527908360835262,,2025-06-24,Pooja,-1.1358336012430579,Male,Kolkata,-1.5161220357356686,Charger,Accessories,0.6881245762947061,0.9457082392910858,-4.391027726853016,303.0,19.0,54.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,85.16,1.0827507692621352,1.397422926705987,0.5120876140295542,1.8067313421916638,0.0,1
T00055,-0.5390275325020736,P042,-1.2679895893855584,Debit Card,2025-02-21,Diya,0.1022539932100289,Male,Jaipur,1.4736564227024533,Mouse,Accessories,0.5228174588542565,0.600206901125886,0.22773711809756345,426.0,42.0,55.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.16,,,-0.7886500082098027,-1.343191195326771,4.0,0
T00056,0.4934270259385247,P036,0.792689536771679,UPI,2025-04-08,Isha,-0.558059390498284,Female,Jaipur,0.0719483150828964,Power Bank,Electronics,-1.148700003333295,-1.6263572781609574,0.22773711809756345,380.0,36.0,56.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,85.16,0.5837170266864453,0.8903311388307605,1.261527941880581,0.7622232634016494,2.0,1
T00057,-0.13369352066983872,P020,-1.0373928241832142,Cash,2025-02-11,Meera,0.26733233913710713,Male,Hyderabad,-1.7086758855868127,USB Cable,Audio,1.4032729641915873,-0.5898532636653578,0.22773711809756345,436.0,20.0,57.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.16,,,-0.9639550002514624,-1.0897825529912581,0.0,0
T00058,-0.43195817088601157,P033,0.21204560444777049,Debit Card,2025-07-08,Sneha,0.010698566120360797,Male,Kolkata,0.6091341550343479,Mouse,Wearable,-0.7577805968539483,0.8305411265693526,0.22773711809756345,289.0,33.0,58.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,85.16,0.1923095143713825,0.46048409793148176,4.715966653176798,0.20947590106949165,3.0,1
T00059,-1.7028853983805663,P014,-0.7608044603809563,Credit Card,2025-03-15,Rahul,-0.558059390498284,Female,Jaipur,0.5059236540644414,Charger,Electronics,1.1095513048767969,1.2144315023084635,0.22773711809756345,404.0,14.0,59.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,85.16,-1.4304739041570957,,-1.3143981827218936,-0.7904995141638922,3.0,0
T00060,1.245693579630597,P034,0.7728875984856051,UPI,2025-08-02,Arjun,-0.4755202175347449,Male,Pune,-0.40342379895301367,USB Cable,Wearable,-1.067110653523631,0.5234288259780638,0.22773711809756345,264.0,34.0,60.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,85.16,0.5726096288532319,0.8791402609854727,1.29384919855101,0.7437817238440875,1.0,1
T00061,0.6366496784898804,P048,0.5991415593303762,Credit Card,2025-09-08,Ananya,-0.9707552553159795,Male,Ahmedabad,-0.5106767538528272,Smart Watch,Electronics,-0.804605788918625,-1.5495792030131352,0.22773711809756345,227.0,48.0,61.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,85.16,0.46946695984595627,0.7740423498300181,1.6690546403603403,0.580846691481628,1.0,1
